Station #,TSN,"Station Name",Central,Town Hall,Wynyard,Circular Quay,St James,Museum,Martin Place,Kings Cross,Edgecliff,Bondi Junction,Redfern,Macdonaldtown,Newtown,Stanmore,Petersham,Lewisham,Summer Hill,Ashfield,Croydon,Burwood,Strathfield,Homebush,Flemington,Olympic Park,Lidcombe,Berala,Regents Park,Sefton,Chester Hill,Leightonfield,Villawood,Carramar,Cabramatta,Warwick Farm,Liverpool,Casula,Glenfield,Macquarie Fields,Ingleburn,Minto,Leumeah,Campbelltown,Macarthur,Merrylands,Guildford,Yennora,Fairfield,Canley Vale,Erskineville,St Peters,Sydenham,Tempe,Arncliffe,Banksia,Rockdale,Kogarah,Carlton,Allawah,Hurstville,Penshurst,Mortdale,Oatley,Como,Jannali,Sutherland,Loftus,Engadine,Heathcote,Waterfall,Helensburgh,Otford,Kirrawee,Gymea,Miranda,Caringbah,Woolooware,Cronulla,Marrickville,Dulwich Hill,Hurlstone Park,Canterbury,Campsie,Belmore,Lakemba,Wiley Park,Punchbowl,Bankstown,Yagoona,Birrong,Turrella,Bardwell Park,Bexley North,Kingsgrove,Beverly Hills,Narwee,Riverwood,Padstow,Revesby,Panania,East Hills,Holsworthy,Auburn,Clyde,Granville,Harris Park,Parramatta,Westmead,Wentworthville,Pendle Hill,Toongabbie,Seven Hills,Blacktown,Doonside,Rooty Hill,Mount Druitt,St Marys,Werrington,Kingswood,Penrith,Emu Plains,Marayong,Quakers Hill,Schofields,Riverstone,Vineyard,Mulgrave,Windsor,Clarendon,East Richmond,Richmond,North Strathfield,Concord West,Rhodes,Meadowbank,West Ryde,Denistone,Eastwood,Epping,Cheltenham,Beecroft,Pennant Hills,Thornleigh,Normanhurst,Milsons Point,North Sydney,Waverton,Wollstonecraft,St Leonards,Artarmon,Chatswood,Roseville,Lindfield,Killara,Gordon,Pymble,Turramurra,Warrawee,Wahroonga,Waitara,Hornsby,Asquith,Mount Colah,Mount Kuring-gai,Berowra,Cowan,Menangle Park,Menangle,Douglas Park,Picton,Tahmoor,Bargo,Yerrinbool,Mittagong,Bowral,Burradoo,Moss Vale,Thirlmere,Couridjah,Buxton,Balmoral,Hill Top,Colo Vale,Exeter,Bundanoon,Penrose,Wingello,Tallong,Marulan,Goulburn,Stanwell Park,Coalcliff,Scarborough,Wombarra,Coledale,Austinmer,Thirroul,Bulli,Woonona,Bellambi,Corrimal,Towradgi,Fairy Meadow,North Wollongong,Wollongong,Coniston,Unanderra,Kembla Grange,Dapto,Albion Park,Oak Flats,Shellharbour Junction,Minnamurra,Bombo,Kiama,Gerringong,Berry,Bomaderry (Nowra),Lysaghts,Cringila,Port Kembla North,Port Kembla,Robertson,Lapstone,Glenbrook,Blaxland,Warrimoo,Valley Heights,Springwood,Faulconbridge,Linden,Woodford,Hazelbrook,Lawson,Bullaburra,Wentworth Falls,Leura,Katoomba,Medlow Bath,Blackheath,Mount Victoria,Bell,Zig Zag,Lithgow,Warabrook (University),Hawkesbury River,Wondabyne,Woy Woy,Koolewong,Tascott,Point Clare,Gosford,Narara,Niagara Park,Lisarow,Ourimbah,Tuggerah,Wyong,Warnervale,Wyee,Morisset,Dora Creek,Awaba,Fassifern,Booragul,Teralba,Cockle Creek,Cardiff,Kotara,Adamstown,Broadmeadow,Hamilton,Newcastle Interchange,Waratah,Sandgate,Hexham,Tarro,Beresfield,Thornton,Victoria Street,East Maitland,High Street,Maitland,Telarah,Mindaribba,Paterson,Martins Creek,Hilldale,Wallarobba,Wirragulla,Dungog,Lochinvar,Greta,Branxton,Singleton,Muswellbrook,Aberdeen,Scone,Metford,Green Square,Mascot,Domestic,International,Wolli Creek,Tallawong,Rouse Hill,Kellyville,Bella Vista,Norwest,Hills Showground,Castle Hill,Cherrybrook,Rydal,Tarana,Wallerawang,Mount Lambie,Meadow Flat,Yetholme,Raglan,Kelso,Bathurst Station,North Ryde,Macquarie Park,Macquarie University,Edmondson Park,Leppington,,
156,276520,Vineyard,49.33,52.54,52.54,52.54,52.54,52.54,52.54,52.54,53.96,55.94,48.02,46.83,46.21,44.66,43.84,43.07,42.28,40.93,39.89,38.71,37.60,36.59,35.01,37.41,32.75,34.52,36.05,37.35,38.48,39.83,40.65,41.15,38.60,40.69,42.24,45.42,48.47,50.42,52.25,56.30,59.17,61.25,61.25,30.07,32.28,34.01,35.54,37.57,49.61,50.53,52.04,53.55,55.14,56.31,57.13,58.32,59.44,60.39,61.52,62.82,63.75,64.98,67.07,69.42,71.43,72.98,77.43,79.84,85.45,93.10,99.36,73.33,74.63,76.20,78.21,80.30,81.51,53.05,51.76,50.84,49.47,47.94,46.37,45.15,44.28,43.17,40.92,39.07,37.52,55.34,56.81,58.08,59.34,61.36,62.50,64.09,62.26,60.63,59.04,57.57,54.75,30.68,28.69,27.95,26.79,26.13,24.22,22.61,21.07,19.40,17.24,14.53,18.28,20.67,23.63,27.21,28.88,32.40,34.83,37.20,11.95,9.24,5.93,3.38, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,275610,Mulgrave,52.59,55.80,55.80,55.80,55.80,55.80,55.80,55.80,57.22,59.20,51.28,50.09,49.47,47.92,47.10,46.33,45.54,44.19,43.15,41.97,40.86,39.85,38.27,40.67,36.01,37.78,39.31,40.61,41.74,43.09,43.91,44.41,41.86,43.95,45.50,48.68,51.73,53.68,55.51,59.56,62.43,64.51,64.51,33.33,35.54,37.27,38.80,40.83,52.87,53.79,55.30,56.81,58.40,59.57,60.39,61.58,62.70,63.65,64.78,66.08,67.01,68.24,70.33,72.68,74.69,76.24,80.69,83.10,88.71,96.36,102.62,76.59,77.89,79.46,81.47,83.56,84.77,56.31,55.02,54.10,52.73,51.20,49.63,48.41,47.54,46.43,44.18,42.33,40.78,58.60,60.07,61.34,62.60,64.62,65.76,67.35,65.52,63.89,62.30,60.83,58.01,33.94,31.95,31.21,30.05,29.39,27.48,25.87,24.33,22.66,20.50,17.79,21.54,23.93,26.89,30.47,32.14,35.66,38.09,40.46,15.21,12.50,9.19,6.64,3.26, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,275620,Windsor,54.98,58.19,58.19,58.19,58.19,58.19,58.19,58.19,59.61,61.59,53.67,52.48,51.86,50.31,49.49,48.72,47.93,46.58,45.54,44.36,43.25,42.24,40.66,43.06,38.40,40.17,41.70,43.00,44.13,45.48,46.30,46.80,44.25,46.34,47.89,51.07,54.12,56.07,57.90,61.95,64.82,66.90,66.90,35.72,37.93,39.66,41.19,43.22,55.26,56.18,57.69,59.20,60.79,61.96,62.78,63.97,65.09,66.04,67.17,68.47,69.40,70.63,72.72,75.07,77.08,78.63,83.08,85.49,91.10,98.75,105.01,78.98,80.28,81.85,83.86,85.95,87.16,58.70,57.41,56.49,55.12,53.59,52.02,50.80,49.93,48.82,46.57,44.72,43.17,60.99,62.46,63.73,64.99,67.01,68.15,69.74,67.91,66.28,64.69,63.22,60.40,36.33,34.34,33.60,32.44,31.78,29.87,28.26,26.72,25.05,22.89,20.18,23.93,26.32,29.28,32.86,34.53,38.05,40.48,42.85,17.60,14.89,11.58,9.03,5.65,2.39, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,275630,Clarendon,57.27,60.48,60.48,60.48,60.48,60.48,60.48,60.48,61.90,63.88,55.96,54.77,54.15,52.60,51.78,51.01,50.22,48.87,47.83,46.65,45.54,44.53,42.95,45.35,40.69,42.46,43.99,45.29,46.42,47.77,48.59,49.09,46.54,48.63,50.18,53.36,56.41,58.36,60.19,64.24,67.11,69.19,69.19,38.01,40.22,41.95,43.48,45.51,57.55,58.47,59.98,61.49,63.08,64.25,65.07,66.26,67.38,68.33,69.46,70.76,71.69,72.92,75.01,77.36,79.37,80.92,85.37,87.78,93.39,101.04,107.30,81.27,82.57,84.14,86.15,88.24,89.45,60.99,59.70,58.78,57.41,55.88,54.31,53.09,52.22,51.11,48.86,47.01,45.46,63.28,64.75,66.02,67.28,69.30,70.44,72.03,70.20,68.57,66.98,65.51,62.69,38.62,36.63,35.89,34.73,34.07,32.16,30.55,29.01,27.34,25.18,22.47,26.22,28.61,31.57,35.15,36.82,40.34,42.77,45.14,19.89,17.18,13.87,11.32,7.94,4.68,2.29, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,275310,East Richmond,60.67,63.88,63.88,63.88,63.88,63.88,63.88,63.88,65.30,67.28,59.36,58.17,57.55,56.00,55.18,54.41,53.62,52.27,51.23,50.05,48.94,47.93,46.35,48.75,44.09,45.86,47.39,48.69,49.82,51.17,51.99,52.49,49.94,52.03,53.58,56.76,59.81,61.76,63.59,67.64,70.51,72.59,72.59,41.41,43.62,45.35,46.88,48.91,60.95,61.87,63.38,64.89,66.48,67.65,68.47,69.66,70.78,71.73,72.86,74.16,75.09,76.32,78.41,80.76,82.77,84.32,88.77,91.18,96.79,104.44,110.70,84.67,85.97,87.54,89.55,91.64,92.85,64.39,63.10,62.18,60.81,59.28,57.71,56.49,55.62,54.51,52.26,50.41,48.86,66.68,68.15,69.42,70.68,72.70,73.84,75.43,73.60,71.97,70.38,68.91,66.09,42.02,40.03,39.29,38.13,37.47,35.56,33.95,32.41,30.74,28.58,25.87,29.62,32.01,34.97,38.55,40.22,43.74,46.17,48.54,23.29,20.58,17.27,14.72,11.34,8.08,5.69,3.40, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,275320,Richmond,60.67,63.88,63.88,63.88,63.88,63.88,63.88,63.88,65.30,67.28,59.36,58.17,57.55,56.00,55.18,54.41,53.62,52.27,51.23,50.05,48.94,47.93,46.35,48.75,44.09,45.86,47.39,48.69,49.82,51.17,51.99,52.49,49.94,52.03,53.58,56.76,59.81,61.76,63.59,67.64,70.51,72.59,72.59,41.41,43.62,45.35,46.88,48.91,60.95,61.87,63.38,64.89,66.48,67.65,68.47,69.66,70.78,71.73,72.86,74.16,75.09,76.32,78.41,80.76,82.77,84.32,88.77,91.18,96.79,104.44,110.70,84.67,85.97,87.54,89.55,91.64,92.85,64.39,63.10,62.18,60.81,59.28,57.71,56.49,55.62,54.51,52.26,50.41,48.86,66.68,68.15,69.42,70.68,72.70,73.84,75.43,73.60,71.97,70.38,68.91,66.09,42.02,40.03,39.29,38.13,37.47,35.56,33.95,32.41,30.74,28.58,25.87,29.62,32.01,34.97,38.55,40.22,43.74,46.17,48.54,23.29,20.58,17.27,14.72,11.34,8.08,5.69,3.40,1.61, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,213710,North Strathfield,13.40,16.61,16.61,16.61,16.61,16.61,16.61,16.61,18.03,20.01,12.09,10.90,10.28,8.73,7.91,7.14,6.35,5.00,3.96,2.78,1.67,2.68,4.26,6.66,6.52,8.29,9.82,11.12,12.25,13.60,14.42,15.84,18.39,20.48,22.03,25.21,28.26,30.21,32.04,36.09,38.96,41.04,41.04,13.44,15.65,17.38,18.91,19.42,13.68,14.60,16.11,17.62,19.21,20.38,21.20,22.39,23.51,24.46,25.59,26.89,27.82,29.05,31.14,33.49,35.50,37.05,41.50,43.91,49.52,57.17,63.43,37.40,38.70,40.27,42.28,44.37,45.58,17.36,18.65,19.57,20.94,21.71,20.14,18.92,18.05,16.94,14.69,12.84,11.29,19.41,20.88,22.15,23.41,25.43,26.57,28.28,30.11,31.74,33.33,34.80,34.54,8.59,10.58,11.32,12.48,13.14,15.05,16.66,18.20,19.87,22.03,24.74,28.49,30.88,33.84,37.42,39.09,42.61,45.04,47.41,27.32,30.03,33.34,35.89,39.27,42.53,44.92,47.21,50.61,50.61, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,213810,Concord West,14.55,17.76,17.76,17.76,17.76,17.76,17.76,17.76,19.18,21.16,13.24,12.05,11.43,9.88,9.06,8.29,7.50,6.15,5.11,3.93,2.82,3.83,5.41,7.81,7.67,9.44,10.97,12.27,13.40,14.75,15.57,16.99,19.54,21.63,23.18,26.36,29.41,31.36,33.19,37.24,40.11,42.19,42.19,14.59,16.80,18.53,20.06,20.57,14.83,15.75,17.26,18.77,20.36,21.53,22.35,23.54,24.66,25.61,26.74,28.04,28.97,30.20,32.29,34.64,36.65,38.20,42.65,45.06,50.67,58.32,64.58,38.55,39.85,41.42,43.43,45.52,46.73,18.51,19.80,20.72,22.09,22.86,21.29,20.07,19.20,18.09,15.84,13.99,12.44,20.56,22.03,23.30,24.56,26.58,27.72,29.43,31.26,32.89,34.48,35.95,35.69,9.74,11.73,12.47,13.63,14.29,16.20,17.81,19.35,21.02,23.18,25.89,29.64,32.03,34.99,38.57,40.24,43.76,46.19,48.56,28.47,31.18,34.49,37.04,40.42,43.68,46.07,48.36,51.76,51.76,1.15, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,213820,Rhodes,16.56,19.77,19.77,19.77,19.77,19.77,19.77,19.77,21.19,23.17,15.25,14.06,13.44,11.89,11.07,10.30,9.51,8.16,7.12,5.94,4.83,5.84,7.42,9.82,9.68,11.45,12.98,14.28,15.41,16.76,17.58,19.00,21.55,23.64,25.19,28.37,31.42,33.37,35.20,39.25,42.12,44.20,44.20,16.60,18.81,20.54,22.07,22.58,16.84,17.76,19.27,20.78,22.37,23.54,24.36,25.55,26.67,27.62,28.75,30.05,30.98,32.21,34.30,36.65,38.66,40.21,44.66,47.07,52.68,60.33,66.59,40.56,41.86,43.43,45.44,47.53,48.74,20.52,21.81,22.73,24.10,24.87,23.30,22.08,21.21,20.10,17.85,16.00,14.45,22.57,24.04,25.31,26.57,28.59,29.73,31.44,33.27,34.90,36.49,37.96,37.70,11.75,13.74,14.48,15.64,16.30,18.21,19.82,21.36,23.03,25.19,27.90,31.65,34.04,37.00,40.58,42.25,45.77,48.20,50.57,30.48,33.19,36.50,39.05,42.43,45.69,48.08,50.37,53.77,53.77,3.16,2.01, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,211430,Meadowbank,18.19,21.40,21.40,21.40,21.40,21.40,21.40,21.40,22.82,24.80,16.88,15.69,15.07,13.52,12.70,11.93,11.14,9.79,8.75,7.57,6.46,7.47,9.05,11.45,11.31,13.08,14.61,15.91,17.04,18.39,19.21,20.63,23.18,25.27,26.82,30.00,33.05,35.00,36.83,40.88,43.75,45.83,45.83,18.23,20.44,22.17,23.70,24.21,18.47,19.39,20.90,22.41,24.00,25.17,25.99,27.18,28.30,29.25,30.38,31.68,32.61,33.84,35.93,38.28,40.29,41.84,46.29,48.70,54.31,61.96,68.22,42.19,43.49,45.06,47.07,49.16,50.37,22.15,23.44,24.36,25.73,26.50,24.93,23.71,22.84,21.73,19.48,17.63,16.08,24.20,25.67,26.94,28.20,30.22,31.36,33.07,34.90,36.53,38.12,39.59,39.33,13.38,15.37,16.11,17.27,17.93,19.84,21.45,22.99,24.66,26.82,29.53,33.28,35.67,38.63,42.21,43.88,47.40,49.83,52.20,32.11,34.82,38.13,40.68,44.06,47.32,49.71,52.00,55.40,55.40,4.79,3.64,1.63, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,211420,West Ryde,19.19,22.40,22.40,22.40,22.40,22.40,22.40,22.40,23.82,25.80,17.88,16.69,16.07,14.52,13.70,12.93,12.14,10.79,9.75,8.57,7.46,8.47,10.05,12.45,12.31,14.08,15.61,16.91,18.04,19.39,20.21,21.63,24.18,26.27,27.82,31.00,34.05,36.00,37.83,41.88,44.75,46.83,46.83,19.23,21.44,23.17,24.70,25.21,19.47,20.39,21.90,23.41,25.00,26.17,26.99,28.18,29.30,30.25,31.38,32.68,33.61,34.84,36.93,39.28,41.29,42.84,47.29,49.70,55.31,62.96,69.22,43.19,44.49,46.06,48.07,50.16,51.37,23.15,24.44,25.36,26.73,27.50,25.93,24.71,23.84,22.73,20.48,18.63,17.08,25.20,26.67,27.94,29.20,31.22,32.36,34.07,35.90,37.53,39.12,40.59,40.33,14.38,16.37,17.11,18.27,18.93,20.84,22.45,23.99,25.66,27.82,30.53,34.28,36.67,39.63,43.21,44.88,48.40,50.83,53.20,33.11,35.82,39.13,41.68,45.06,48.32,50.71,53.00,56.40,56.40,5.79,4.64,2.63,1.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,211410,Denistone,20.16,23.37,23.37,23.37,23.37,23.37,23.37,23.37,24.79,26.77,18.85,17.66,17.04,15.49,14.67,13.90,13.11,11.76,10.72,9.54,8.43,9.44,11.02,13.42,13.28,15.05,16.58,17.88,19.01,20.36,21.18,22.60,25.15,27.24,28.79,31.97,35.02,36.97,38.80,42.85,45.72,47.80,47.80,20.20,22.41,24.14,25.67,26.18,20.44,21.36,22.87,24.38,25.97,27.14,27.96,29.15,30.27,31.22,32.35,33.65,34.58,35.81,37.90,40.25,42.26,43.81,48.26,50.67,56.28,63.93,70.19,44.16,45.46,47.03,49.04,51.13,52.34,24.12,25.41,26.33,27.70,28.47,26.90,25.68,24.81,23.70,21.45,19.60,18.05,26.17,27.64,28.91,30.17,32.19,33.33,35.04,36.87,38.50,40.09,41.56,41.30,15.35,17.34,18.08,19.24,19.90,21.81,23.42,24.96,26.63,28.79,31.50,35.25,37.64,40.60,44.18,45.85,49.37,51.80,54.17,34.08,36.79,40.10,42.65,46.03,49.29,51.68,53.97,57.37,57.37,6.76,5.61,3.60,1.97,0.97, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,212210,Eastwood,21.42,24.63,24.63,24.63,24.63,24.63,24.63,24.63,26.05,28.03,20.11,18.92,18.30,16.75,15.93,15.16,14.37,13.02,11.98,10.80,9.69,10.70,12.28,14.68,14.54,16.31,17.84,19.14,20.27,21.62,22.44,23.86,26.41,28.50,30.05,33.23,36.28,38.23,40.06,44.11,46.98,49.06,49.06,21.46,23.67,25.40,26.93,27.44,21.70,22.62,24.13,25.64,27.23,28.40,29.22,30.41,31.53,32.48,33.61,34.91,35.84,37.07,39.16,41.51,43.52,45.07,49.52,51.93,57.54,65.19,71.45,45.42,46.72,48.29,50.30,52.39,53.60,25.38,26.67,27.59,28.96,29.73,28.16,26.94,26.07,24.96,22.71,20.86,19.31,27.43,28.90,30.17,31.43,33.45,34.59,36.30,38.13,39.76,41.35,42.82,42.56,16.61,18.60,19.34,20.50,21.16,23.07,24.68,26.22,27.89,30.05,32.76,36.51,38.90,41.86,45.44,47.11,50.63,53.06,55.43,35.34,38.05,41.36,43.91,47.29,50.55,52.94,55.23,58.63,58.63,8.02,6.87,4.86,3.23,2.23,1.26, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,212110,Epping,23.32,25.99,22.78,25.99,25.99,25.99,25.99,25.99,27.41,29.39,22.01,20.82,20.20,18.65,17.83,17.06,16.27,14.92,13.88,12.70,11.59,12.60,14.18,16.58,16.44,18.21,19.74,21.04,22.17,23.52,24.34,25.76,28.31,30.40,31.95,35.13,38.18,40.13,41.96,46.01,48.88,50.96,50.96,23.36,25.57,27.30,28.83,29.34,23.60,24.52,26.03,27.54,29.13,30.30,31.12,32.31,33.43,34.38,35.51,36.81,37.74,38.97,41.06,43.41,45.42,46.97,51.42,53.83,59.44,67.09,73.35,47.32,48.62,50.19,52.20,54.29,55.50,27.28,28.57,29.49,30.86,31.63,30.06,28.84,27.97,26.86,24.61,22.76,21.21,29.33,30.80,32.07,33.33,35.35,36.49,38.20,40.03,41.66,43.25,44.72,44.46,18.51,20.50,21.24,22.40,23.06,24.97,26.58,28.12,29.79,31.95,34.66,38.41,40.80,43.76,47.34,49.01,52.53,54.96,57.33,37.24,39.95,43.26,45.81,49.19,52.45,54.84,57.13,60.53,60.53,9.92,8.77,6.76,5.13,4.13,3.16,1.90, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,211920,Cheltenham,25.39,28.06,24.85,28.06,28.06,28.06,28.06,28.06,29.48,31.46,24.08,22.89,22.27,20.72,19.90,19.13,18.34,16.99,15.95,14.77,13.66,14.67,16.25,18.65,18.51,20.28,21.81,23.11,24.24,25.59,26.41,27.83,30.38,32.47,34.02,37.20,40.25,42.20,44.03,48.08,50.95,53.03,53.03,25.43,27.64,29.37,30.90,31.41,25.67,26.59,28.10,29.61,31.20,32.37,33.19,34.38,35.50,36.45,37.58,38.88,39.81,41.04,43.13,45.48,47.49,49.04,53.49,55.90,61.51,69.16,75.42,49.39,50.69,52.26,54.27,56.36,57.57,29.35,30.64,31.56,32.93,33.70,32.13,30.91,30.04,28.93,26.68,24.83,23.28,31.40,32.87,34.14,35.40,37.42,38.56,40.27,42.10,43.73,45.32,46.79,46.53,20.58,22.57,23.31,24.47,25.13,27.04,28.65,30.19,31.86,34.02,36.73,40.48,42.87,45.83,49.41,51.08,54.60,57.03,59.40,39.31,42.02,45.33,47.88,51.26,54.52,56.91,59.20,62.60,62.60,11.99,10.84,8.83,7.20,6.20,5.23,3.97,2.07, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,211910,Beecroft,26.90,29.57,26.36,29.57,29.57,29.57,29.57,29.57,30.99,32.97,25.59,24.40,23.78,22.23,21.41,20.64,19.85,18.50,17.46,16.28,15.17,16.18,17.76,20.16,20.02,21.79,23.32,24.62,25.75,27.10,27.92,29.34,31.89,33.98,35.53,38.71,41.76,43.71,45.54,49.59,52.46,54.54,54.54,26.94,29.15,30.88,32.41,32.92,27.18,28.10,29.61,31.12,32.71,33.88,34.70,35.89,37.01,37.96,39.09,40.39,41.32,42.55,44.64,46.99,49.00,50.55,55.00,57.41,63.02,70.67,76.93,50.90,52.20,53.77,55.78,57.87,59.08,30.86,32.15,33.07,34.44,35.21,33.64,32.42,31.55,30.44,28.19,26.34,24.79,32.91,34.38,35.65,36.91,38.93,40.07,41.78,43.61,45.24,46.83,48.30,48.04,22.09,24.08,24.82,25.98,26.64,28.55,30.16,31.70,33.37,35.53,38.24,41.99,44.38,47.34,50.92,52.59,56.11,58.54,60.91,40.82,43.53,46.84,49.39,52.77,56.03,58.42,60.71,64.11,64.11,13.50,12.35,10.34,8.71,7.71,6.74,5.48,3.58,1.51, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
